transaction_id,account_id,transaction_date,amount,transaction_type
55,25,2023-02-24,9508.481042667305,Deposit
56,123,2023-02-25,7915.725004361373,Deposit
57,53,2023-02-26,-6668.74362854918,Deposit
58,144,2023-02-27,5305.638344793006,Deposit
59,57,2023-02-28,7325.986258118494,Transfer
60,39,2023-03-01,3796.7960436416556,Transfer
61,109,2023-03-02,-677.060718470954,Withdrawal
62,42,2023-03-03,13066.969575585683,Transfer
63,142,2023-03-04,4257.046404635112,Transfer
64,122,2023-03-05,10882.721368641138,Deposit
65,133,2023-03-06,7757.3921473675355,Deposit
66,75,2023-03-07,3320.673301116519,Transfer
67,146,2023-03-08,-1898.5045573681373,Withdrawal
68,76,2023-03-09,879.4756092374934,Deposit
69,9,2023-03-10,-109.56226396776606,Transfer
70,74,2023-03-11,-5072.59477824635,Transfer
71,145,2023-03-12,4251.407874798515,Withdrawal
72,7,2023-03-13,8836.765009797045,Withdrawal
73,141,2023-03-14,-491.5174727572339,Deposit
74,137,2023-03-15,11818.282496123686,Withdrawal
75,27,2023-03-16,-6787.913929308668,Transfer
76,122,2023-03-17,6271.817741936018,Transfer
77,5,2023-03-18,9357.601177027049,Withdrawal
78,29,2023-03-19,-20.152904905302762,Withdrawal
79,83,2023-03-20,69.71747428559559,Withdrawal
80,136,2023-03-21,6213.825879222006,Withdrawal
81,109,2023-03-22,3529.9555497976726,Deposit
82,65,2023-03-23,-8987.056717297535,Withdrawal
83,86,2023-03-24,-3216.865772696904,Deposit
84,145,2023-03-25,932.2522597627013,Transfer
85,71,2023-03-26,-5848.490898425334,Withdrawal
86,45,2023-03-27,-1370.8715821495184,Deposit
87,132,2023-03-28,-5723.427126219671,Withdrawal
88,36,2023-03-29,-850.8531527669518,Transfer
89,70,2023-03-30,-683.1136366058038,Transfer
90,19,2023-03-31,55175.46765937135,Transfer
91,108,2023-04-01,541.2033800024969,Withdrawal
92,91,2023-04-02,3513.9486052037805,Withdrawal
93,90,2023-04-03,2917.720037369608,Deposit
94,19,2023-04-04,123133.99942643104,Transfer
95,39,2023-04-05,5368.915204800579,Withdrawal
96,126,2023-04-06,4840.6191756735825,Transfer
97,141,2023-04-07,16524.337142333607,Transfer
98,126,2023-04-08,2737.013183211644,Deposit
99,58,2023-04-09,13967.857519294308,Deposit
100,148,2023-04-10,3061.0920112196673,Deposit
101,61,2023-04-11,585.7454259705403,Deposit
102,127,2023-04-12,-865.8259110659853,Transfer
103,105,2023-04-13,8548.628992242146,Deposit
104,1,2023-04-14,9202.51696443969,Deposit
105,131,2023-04-15,3998.9192798236454,Deposit
106,92,2023-04-16,6667.733872513529,Deposit
107,113,2023-04-17,-5386.102329615416,Transfer
108,56,2023-04-18,-6743.899112561059,Deposit
109,117,2023-04-19,7231.634428987269,Transfer
110,134,2023-04-20,365.94251048489093,Withdrawal
111,58,2023-04-21,4746.5120869875145,Transfer
112,44,2023-04-22,-2586.4397497803907,Transfer
113,61,2023-04-23,9284.942348523877,Deposit
114,47,2023-04-24,-6702.093359445182,Withdrawal
115,149,2023-04-25,-5927.925432413444,Withdrawal
116,80,2023-04-26,8221.557918561724,Withdrawal
117,118,2023-04-27,-12049.208964914502,Withdrawal
118,147,2023-04-28,2892.8443404745803,Transfer
119,20,2023-04-29,9267.400440342328,Withdrawal
120,146,2023-04-30,-2679.759596000149,Transfer
121,47,2023-05-01,0.3007570481561288,Transfer
122,49,2023-05-02,-3237.6174654490505,Transfer
123,14,2023-05-03,8711.279730242495,Withdrawal
124,143,2023-05-04,10022.485441808049,Deposit
125,1,2023-05-05,-2428.6879339417233,Deposit
126,117,2023-05-06,2377.624387342656,Withdrawal
127,54,2023-05-07,-5625.382354680236,Deposit
128,118,2023-05-08,6365.260795015634,Deposit
129,3,2023-05-09,6235.045873216572,Transfer
130,144,2023-05-10,-476.3111635384482,Transfer
131,12,2023-05-11,1084.4252920994768,Withdrawal
132,74,2023-05-12,531.1727523866452,Withdrawal
133,16,2023-05-13,-7092.289168401378,Deposit
134,102,2023-05-14,8730.020738000636,Transfer
135,117,2023-05-15,-2834.766194412154,Withdrawal
136,8,2023-05-16,-2800.746361289606,Withdrawal
137,122,2023-05-17,247.90072769083497,Withdrawal
138,92,2023-05-18,5977.742926811393,Withdrawal
139,90,2023-05-19,-1956.5160754601543,Withdrawal
140,136,2023-05-20,-8760.926107017222,Withdrawal
141,60,2023-05-21,-3434.99030364767,Deposit
142,28,2023-05-22,3120.7020953949523,Transfer
143,101,2023-05-23,11948.751439045935,Transfer
144,41,2023-05-24,-5299.5998318657785,Withdrawal
145,145,2023-05-25,-5482.508837404145,Transfer
146,141,2023-05-26,-6562.977504194079,Transfer
147,46,2023-05-27,-7183.624956496705,Transfer
148,35,2023-05-28,7028.457300407152,Withdrawal
149,134,2023-05-29,8473.442876821899,Withdrawal
150,82,2023-05-30,1888.779467902012,Transfer
151,115,2023-05-31,-1338.5638607042843,Transfer
152,47,2023-06-01,9955.71893431313,Withdrawal
153,10,2023-06-02,1869.5402082825235,Deposit
154,56,2023-06-03,6447.183546802171,Transfer
155,30,2023-06-04,-1582.2447086090783,Deposit
156,109,2023-06-05,1221.2192711188688,Transfer
157,5,2023-06-06,-5186.708227235232,Deposit
158,119,2023-06-07,4146.2448594679245,Deposit
159,33,2023-06-08,1954.6887538665787,Deposit
160,118,2023-06-09,-3472.8161620689207,Withdrawal
161,65,2023-06-10,-3405.535747632307,Deposit
162,146,2023-06-11,9079.792516693717,Deposit
163,11,2023-06-12,10858.343752309082,Deposit
164,85,2023-06-13,-65.67668333660617,Transfer
165,26,2023-06-14,26775.35727621626,Deposit
166,63,2023-06-15,3000.572373241085,Transfer
167,86,2023-06-16,1740.1587907984358,Deposit
168,59,2023-06-17,-7371.488602693151,Deposit
169,27,2023-06-18,3139.3533859519302,Withdrawal
170,98,2023-06-19,-9439.445173003043,Transfer
171,105,2023-06-20,-2663.4209562880956,Deposit
172,99,2023-06-21,3527.1357331240883,Transfer
173,129,2023-06-22,3999.9710396241862,Transfer
174,149,2023-06-23,-3050.3654210474497,Withdrawal
175,55,2023-06-24,-1292.1847009345884,Withdrawal
176,6,2023-06-25,-1969.182544992268,Withdrawal
177,95,2023-06-26,485.7791843196501,Withdrawal
178,133,2023-06-27,866.0282668216823,Withdrawal
179,102,2023-06-28,4342.340647645553,Withdrawal
180,3,2023-06-29,-1584.4843144489178,Withdrawal
181,23,2023-06-30,2866.980959567776,Withdrawal
182,53,2023-07-01,3535.078822435957,Deposit
183,83,2023-07-02,1991.4468868593267,Transfer
184,145,2023-07-03,-298.0291122473725,Withdrawal
185,85,2023-07-04,1903.2273213772019,Withdrawal
186,78,2023-07-05,4758.701366967881,Transfer
187,110,2023-07-06,5195.924338581561,Deposit
188,1,2023-07-07,10076.86342413453,Transfer
189,51,2023-07-08,-3950.1311815313084,Transfer
190,4,2023-07-09,-1200.0369549770126,Withdrawal
191,113,2023-07-10,-7067.343301342011,Transfer
192,32,2023-07-11,5655.047321639275,Transfer
193,34,2023-07-12,-13450.750635674682,Withdrawal
194,92,2023-07-13,2030.9549101466328,Withdrawal
195,95,2023-07-14,-2021.6928472331988,Withdrawal
196,72,2023-07-15,-633.5199748891266,Withdrawal
197,39,2023-07-16,7115.950527133292,Transfer
198,118,2023-07-17,4471.167052429917,Transfer
199,3,2023-07-18,442.3897117052717,Deposit
200,123,2023-07-19,4839.069597381985,Deposit
201,50,2023-07-20,4949.50040018937,Transfer
202,12,2023-07-21,-957.1275834336764,Deposit
203,54,2023-07-22,-6345.397803181042,Transfer
204,133,2023-07-23,-3495.8081350101957,Deposit
205,57,2023-07-24,-5702.643016912585,Withdrawal
206,145,2023-07-25,6822.1732299645355,Deposit
207,112,2023-07-26,7690.576082238405,Withdrawal
208,47,2023-07-27,8931.869400795082,Withdrawal
209,85,2023-07-28,-9097.777744885843,Withdrawal
210,142,2023-07-29,6357.004551868607,Withdrawal
211,66,2023-07-30,12060.956546923426,Deposit
212,75,2023-07-31,6559.9385690532245,Transfer
213,103,2023-08-01,-9756.148089353348,Withdrawal
214,38,2023-08-02,9841.49154198386,Deposit
215,50,2023-08-03,1208.445185659707,Withdrawal
216,98,2023-08-04,-161.99553250235795,Deposit
217,82,2023-08-05,3255.476482914891,Deposit
218,30,2023-08-06,-4245.034612852432,Deposit
219,79,2023-08-07,1013.9118546078947,Transfer
220,91,2023-08-08,9102.148225520368,Deposit
221,52,2023-08-09,4111.98435261644,Deposit
222,79,2023-08-10,1292.0073605133402,Transfer
223,30,2023-08-11,1448.0407996380436,Transfer
224,106,2023-08-12,-4906.969916494007,Deposit
225,51,2023-08-13,250.0605430013727,Transfer
226,81,2023-08-14,-7171.476678148837,Withdrawal
227,133,2023-08-15,6112.204761969053,Withdrawal
228,29,2023-08-16,-9928.552412376714,Transfer
229,132,2023-08-17,5274.50189810355,Transfer
230,138,2023-08-18,5897.054504170308,Deposit
231,145,2023-08-19,7593.823078635971,Transfer
232,74,2023-08-20,1434.2958158090141,Deposit
233,17,2023-08-21,5583.142330787646,Withdrawal
234,84,2023-08-22,201.26679817391926,Transfer
235,69,2023-08-23,-4933.4855884396675,Deposit
236,34,2023-08-24,173073.2392537995,Deposit
237,6,2023-08-25,515.5708519246266,Withdrawal
238,53,2023-08-26,-6047.556587365972,Transfer
239,126,2023-08-27,-1334.0747289489104,Withdrawal
240,43,2023-08-28,-1136.6234128408564,Deposit
241,115,2023-08-29,3308.4845906210603,Deposit
242,111,2023-08-30,12735.237416863656,Transfer
243,80,2023-08-31,3612.0930664128246,Deposit
244,95,2023-09-01,2034.2192599826265,Transfer
245,118,2023-09-02,13278.880997812776,Withdrawal
246,144,2023-09-03,5894.467699563627,Transfer
247,8,2023-09-04,2271.2460206746428,Transfer
248,132,2023-09-05,-1397.0592940904749,Deposit
249,104,2023-09-06,2581.0003810228045,Deposit
250,132,2023-09-07,668.0479795343173,Transfer
251,25,2023-09-08,1457.1706377949818,Deposit
252,96,2023-09-09,7572.012123847364,Deposit
253,93,2023-09-10,-1701.6109156874409,Deposit
254,61,2023-09-11,3567.7035408175684,Transfer
255,122,2023-09-12,5744.69994918797,Deposit
256,51,2023-09-13,-2310.5625841220476,Transfer
257,147,2023-09-14,-3113.1070774455047,Deposit
258,21,2023-09-15,248.29038709548217,Withdrawal
259,5,2023-09-16,-1308.1479512823043,Deposit
260,92,2023-09-17,6761.66304370752,Deposit
261,61,2023-09-18,-4008.841392823273,Transfer
262,22,2023-09-19,1342.3568426433503,Transfer
263,149,2023-09-20,13730.241667022376,Deposit
264,70,2023-09-21,3065.2826689309127,Withdrawal
265,1,2023-09-22,3896.450721524426,Deposit
266,133,2023-09-23,6803.412478485626,Deposit
267,12,2023-09-24,-1314.7453271267968,Withdrawal
268,90,2023-09-25,-4407.098143727019,Transfer
269,46,2023-09-26,1882.556380813724,Deposit
270,34,2023-09-27,46540.382834853735,Transfer
271,78,2023-09-28,-7091.053973565806,Transfer
272,45,2023-09-29,2875.359573413889,Withdrawal
273,73,2023-09-30,6349.252493505195,Withdrawal
274,26,2023-10-01,-71294.80730240094,Transfer
275,47,2023-10-02,3177.7792418740664,Deposit
276,121,2023-10-03,5461.31830185067,Transfer
277,56,2023-10-04,3933.391042650402,Deposit
278,94,2023-10-05,4405.031193707786,Deposit
279,107,2023-10-06,-224.00120903150582,Withdrawal
280,63,2023-10-07,-4637.52168870298,Deposit
281,48,2023-10-08,-1235.7323119195653,Deposit
282,61,2023-10-09,-1930.2855093531239,Transfer
283,81,2023-10-10,598.7047689622709,Withdrawal
284,26,2023-10-11,129327.09054599299,Deposit
285,36,2023-10-12,-5559.200640820844,Deposit
286,1,2023-10-13,1721.250114086954,Withdrawal
287,8,2023-10-14,-4317.008227589264,Transfer
288,113,2023-10-15,-2700.2345891138566,Withdrawal
289,99,2023-10-16,3793.703763059208,Withdrawal
290,47,2023-10-17,-4949.725266828496,Deposit
291,127,2023-10-18,4671.2214485148925,Deposit
292,56,2023-10-19,-5760.822233123625,Transfer
293,14,2023-10-20,4334.9020171908,Deposit
294,28,2023-10-21,-6747.65634789256,Deposit
295,78,2023-10-22,-2089.0633962830775,Withdrawal
296,130,2023-10-23,10482.471915647808,Deposit
297,109,2023-10-24,9542.731848834432,Transfer
298,14,2023-10-25,-1062.6232625857265,Withdrawal
299,56,2023-10-26,2949.802930149507,Transfer
300,115,2023-10-27,7020.34009442442,Withdrawal
301,7,2023-10-28,4406.4808721023555,Deposit
302,3,2023-10-29,-367.32123227412035,Withdrawal
303,111,2023-10-30,-2743.1765701816653,Withdrawal
304,107,2023-10-31,5340.515714789648,Deposit
305,18,2023-11-01,6653.5165430725065,Deposit
306,38,2023-11-02,9578.50917197194,Transfer
307,115,2023-11-03,-7436.247117265355,Transfer
308,15,2023-11-04,-5265.623941005261,Deposit
309,119,2023-11-05,6809.618010735403,Deposit
310,28,2023-11-06,-6757.652733750884,Deposit
311,39,2023-11-07,7192.749774559664,Withdrawal
312,17,2023-11-08,-74.66252992696059,Withdrawal
313,86,2023-11-09,-1604.5690966834236,Withdrawal
314,126,2023-11-10,2027.1429813573463,Deposit
315,44,2023-11-11,-5726.842261177494,Transfer
316,25,2023-11-12,5120.074152991759,Deposit
317,145,2023-11-13,9448.184988473484,Withdrawal
318,13,2023-11-14,5352.881079071208,Withdrawal
319,25,2023-11-15,-232.54346277070408,Deposit
320,68,2023-11-16,-6690.178538827205,Deposit
321,138,2023-11-17,-6497.937281014665,Withdrawal
322,67,2023-11-18,-5648.216511196539,Withdrawal
323,109,2023-11-19,938.6086144384133,Withdrawal
324,146,2023-11-20,1567.0003163630233,Deposit
325,111,2023-11-21,5342.217553704977,Withdrawal
326,111,2023-11-22,-7980.144932415378,Withdrawal
327,34,2023-11-23,151121.02303923998,Transfer
328,111,2023-11-24,4472.0315947268555,Deposit
329,8,2023-11-25,-634.1814653106742,Transfer
330,113,2023-11-26,-4948.807708660501,Transfer
331,83,2023-11-27,7245.703208455594,Withdrawal
332,42,2023-11-28,-500.4698061869201,Deposit
333,101,2023-11-29,899.905503277856,Withdrawal
334,6,2023-11-30,2918.0598539396606,Deposit
335,26,2023-12-01,-71319.89057816112,Transfer
336,64,2023-12-02,-410.90289512624486,Deposit
337,59,2023-12-03,5326.5845101019,Withdrawal
338,109,2023-12-04,4820.480392481375,Withdrawal
339,121,2023-12-05,4865.536033476187,Withdrawal
340,33,2023-12-06,-4775.898755702159,Deposit
341,150,2023-12-07,-182.90175364570473,Transfer
342,21,2023-12-08,-981.9691752390245,Transfer
343,70,2023-12-09,3125.894211373509,Deposit
344,112,2023-12-10,2678.289948244488,Withdrawal
345,4,2023-12-11,1777.1366537146826,Transfer
346,94,2023-12-12,13328.669777099645,Withdrawal
347,75,2023-12-13,-454.0304007201885,Deposit
348,62,2023-12-14,-1039.1154303427213,Withdrawal
349,94,2023-12-15,-4783.74835168028,Transfer
350,95,2023-12-16,-6689.236629644352,Transfer
351,55,2023-12-17,-5101.586886078877,Withdrawal
352,137,2023-12-18,-2593.409627216399,Deposit
353,131,2023-12-19,7550.3654721892635,Withdrawal
354,31,2023-12-20,1195.819521809294,Deposit
355,40,2023-12-21,1966.6533347636669,Withdrawal
356,36,2023-12-22,518.6334589895168,Transfer
357,6,2023-12-23,2826.504965108943,Deposit
358,66,2023-12-24,8010.3607360892165,Deposit
359,75,2023-12-25,-8969.65418134018,Deposit
360,4,2023-12-26,7091.686577926901,Transfer
361,79,2023-12-27,-11575.192262675035,Withdrawal
362,134,2023-12-28,1141.0135576096382,Transfer
363,118,2023-12-29,11959.536773722077,Deposit
364,113,2023-12-30,4403.289697657719,Withdrawal
365,94,2023-12-31,2865.294676603183,Transfer
366,62,2024-01-01,11009.729834014866,Deposit
367,79,2024-01-02,-2515.314490005719,Deposit
368,136,2024-01-03,3169.8371123252373,Transfer
369,26,2024-01-04,77811.70974738931,Transfer
370,44,2024-01-05,-1612.0106711351286,Transfer
371,133,2024-01-06,-1170.5508974799027,Deposit
372,70,2024-01-07,-1718.8971661166984,Transfer
373,118,2024-01-08,1436.5748700428194,Deposit
374,68,2024-01-09,3733.4580288565653,Transfer
375,19,2024-01-10,32323.02729146622,Deposit
376,20,2024-01-11,90946.18174298553,Deposit
377,113,2024-01-12,-8845.736429867737,Withdrawal
378,140,2024-01-13,-91.2558187141833,Transfer
379,47,2024-01-14,-4117.09655175323,Transfer
380,1,2024-01-15,2508.612563414492,Deposit
381,90,2024-01-16,2434.587143361616,Deposit
382,142,2024-01-17,421.8894252127235,Deposit
383,64,2024-01-18,3551.3950526603558,Withdrawal
384,38,2024-01-19,5989.063591320138,Withdrawal
385,37,2024-01-20,697.3973884684573,Deposit
386,126,2024-01-21,-4258.4744404985095,Transfer
387,139,2024-01-22,-138125.7570919481,Transfer
388,100,2024-01-23,1180.550876650641,Withdrawal
389,77,2024-01-24,2209.333507567704,Withdrawal
390,3,2024-01-25,-3847.6194475998955,Deposit
391,134,2024-01-26,4628.834115815163,Transfer
392,10,2024-01-27,-1294.784429122867,Deposit
393,5,2024-01-28,-7282.164325855752,Withdrawal
394,138,2024-01-29,7282.181711725946,Transfer
395,130,2024-01-30,6719.939596010816,Transfer
396,13,2024-01-31,-9077.99718331549,Withdrawal
397,130,2024-02-01,-1813.001408268462,Deposit
398,84,2024-02-02,-2007.9184070713818,Deposit
399,65,2024-02-03,9197.443297087513,Transfer
400,63,2024-02-04,503.5364497917184,Withdrawal
401,101,2024-02-05,-6479.390990277088,Transfer
402,73,2024-02-06,5410.523911204392,Withdrawal
403,17,2024-02-07,-5153.8777288304045,Deposit
404,9,2024-02-08,-301.7024536088063,Withdrawal
405,143,2024-02-09,-2848.844389404384,Deposit
406,38,2024-02-10,-1802.2754913997,Withdrawal
407,94,2024-02-11,5686.290447819695,Transfer
408,95,2024-02-12,8606.65080666083,Deposit
409,49,2024-02-13,-5371.843731896893,Transfer
410,69,2024-02-14,4130.382127539086,Transfer
411,62,2024-02-15,-2663.7681484499794,Deposit
412,78,2024-02-16,-2508.359550120378,Deposit
413,117,2024-02-17,3453.181107113573,Transfer
414,120,2024-02-18,-4139.513828568475,Transfer
415,137,2024-02-19,3353.0130038752236,Transfer
416,76,2024-02-20,4650.566782548675,Transfer
417,35,2024-02-21,-1162.6613084950923,Deposit
418,1,2024-02-22,7635.390510068333,Deposit
419,40,2024-02-23,-5364.123060307535,Transfer
420,64,2024-02-24,7727.030953058361,Withdrawal
421,150,2024-02-25,-8719.937147425664,Withdrawal
422,60,2024-02-26,14498.570702097548,Deposit
423,64,2024-02-27,-1031.0111931091628,Transfer
424,93,2024-02-28,-4811.535781938089,Transfer
425,72,2024-02-29,-163.3595425999929,Deposit
426,11,2024-03-01,-4232.389713122142,Withdrawal
427,105,2024-03-02,2934.826494272711,Withdrawal
428,14,2024-03-03,7838.286657350736,Withdrawal
429,60,2024-03-04,-3967.281130283387,Deposit
430,30,2024-03-05,3896.996195870017,Withdrawal
431,35,2024-03-06,-6663.676844478798,Deposit
432,5,2024-03-07,6164.773666143062,Deposit
433,83,2024-03-08,3081.1818346379773,Transfer
434,123,2024-03-09,6380.916606651601,Withdrawal
435,78,2024-03-10,388.2654867944731,Deposit
436,62,2024-03-11,-1175.782989273759,Withdrawal
437,132,2024-03-12,5080.587180286664,Withdrawal
438,89,2024-03-13,-5540.242607792093,Transfer
439,42,2024-03-14,-7714.1216586678765,Withdrawal
440,89,2024-03-15,975.1900797998096,Transfer
441,146,2024-03-16,-947.9830342939622,Deposit
442,40,2024-03-17,3769.1666589077304,Withdrawal
443,72,2024-03-18,6457.7571215699845,Deposit
444,39,2024-03-19,3665.070395755695,Withdrawal
445,104,2024-03-20,6059.516559133726,Deposit
446,14,2024-03-21,2605.2616666608196,Withdrawal
447,32,2024-03-22,3472.9787416054924,Withdrawal
448,125,2024-03-23,416.7139508386456,Withdrawal
449,97,2024-03-24,3325.2273050759104,Withdrawal
450,23,2024-03-25,1833.2641428175668,Withdrawal
451,63,2024-03-26,2625.8839826453186,Withdrawal
452,143,2024-03-27,166.3798345658056,Withdrawal
453,145,2024-03-28,5044.6460023564905,Withdrawal
454,53,2024-03-29,-2552.2627491747576,Withdrawal
455,104,2024-03-30,908.2548954794673,Deposit
456,104,2024-03-31,7558.919501037879,Transfer
457,39,2024-04-01,-3743.609114605626,Withdrawal
458,134,2024-04-02,-9809.227308763155,Transfer
459,67,2024-04-03,2832.2858314898604,Withdrawal
460,135,2024-04-04,-284.7724517674967,Withdrawal
461,42,2024-04-05,6054.311201859196,Deposit
462,15,2024-04-06,347.4246005150312,Deposit
463,111,2024-04-07,-2021.695357816559,Transfer
464,33,2024-04-08,620.9130209089333,Deposit
465,38,2024-04-09,6465.342933066054,Deposit
466,97,2024-04-10,3876.8481359618763,Transfer
467,33,2024-04-11,-11169.511282740174,Deposit
468,86,2024-04-12,1928.8374604338564,Withdrawal
469,66,2024-04-13,2178.810662007025,Transfer
470,10,2024-04-14,908.7501739974033,Transfer
471,5,2024-04-15,-2054.449457842946,Withdrawal
472,123,2024-04-16,6972.659372532222,Deposit
473,74,2024-04-17,7220.169740674309,Transfer
474,97,2024-04-18,-10015.802304129309,Transfer
475,118,2024-04-19,-2989.797388707221,Withdrawal
476,38,2024-04-20,276.34674357139977,Withdrawal
477,141,2024-04-21,5742.54101858335,Deposit
478,47,2024-04-22,1174.2643819588313,Transfer
479,109,2024-04-23,-2417.9690008246166,Deposit
480,15,2024-04-24,4547.667886536874,Deposit
481,136,2024-04-25,-56.680427754962466,Withdrawal
482,5,2024-04-26,412.99570422520117,Transfer
483,47,2024-04-27,864.2078329796191,Transfer
484,68,2024-04-28,3871.5422041924203,Transfer
485,76,2024-04-29,-542.7480083689366,Withdrawal
486,130,2024-04-30,4434.732463236111,Withdrawal
487,95,2024-05-01,634.6551579646364,Withdrawal
488,115,2024-05-02,-4335.08293208938,Withdrawal
489,36,2024-05-03,816.1184715227594,Withdrawal
490,26,2024-05-04,-81521.3403145215,Transfer
491,43,2024-05-05,1204.9339488797095,Deposit
492,27,2024-05-06,5147.369646157332,Transfer
493,69,2024-05-07,-4368.1450300105735,Deposit
494,148,2024-05-08,2821.3670290221935,Withdrawal
495,11,2024-05-09,-3145.1872917660394,Deposit
496,74,2024-05-10,2008.5027995827352,Transfer
497,104,2024-05-11,5301.021210102421,Transfer
498,38,2024-05-12,-9647.565370550206,Deposit
499,134,2024-05-13,-4572.379134356727,Withdrawal
500,23,2024-05-14,-844.8972255496105,Withdrawal
501,47,2024-05-15,2575.2024459080762,Transfer
502,90,2024-05-16,168.0833532083809,Deposit
503,46,2024-05-17,770.5960900954053,Withdrawal
504,107,2024-05-18,11214.922626756283,Withdrawal
505,140,2024-05-19,-5062.286394246138,Transfer
506,141,2024-05-20,6677.425081813852,Withdrawal
507,104,2024-05-21,-749.8906357720839,Deposit
508,111,2024-05-22,3747.373962493671,Transfer
509,104,2024-05-23,11644.732778728,Transfer
510,60,2024-05-24,4443.39011842713,Deposit
511,100,2024-05-25,2862.4785489499995,Transfer
512,68,2024-05-26,8995.611675746877,Withdrawal
513,133,2024-05-27,6623.993222965958,Withdrawal
514,120,2024-05-28,-2996.9703808071777,Deposit
515,37,2024-05-29,2472.6237122692783,Withdrawal
516,72,2024-05-30,-7587.478670703798,Deposit
517,127,2024-05-31,-1700.7669418712553,Deposit
518,106,2024-06-01,2570.264837999297,Withdrawal
519,92,2024-06-02,-2010.526763906294,Deposit
520,31,2024-06-03,2366.8337298596234,Withdrawal
521,122,2024-06-04,933.0769217348052,Transfer
522,137,2024-06-05,3682.083661975214,Transfer
523,51,2024-06-06,-1120.9951101405545,Deposit
524,29,2024-06-07,-3700.7445721835666,Withdrawal
525,40,2024-06-08,8390.634130866305,Withdrawal
526,41,2024-06-09,-1478.4837134497225,Transfer
527,11,2024-06-10,4300.052965585591,Transfer
528,1,2024-06-11,8176.235132362681,Withdrawal
529,46,2024-06-12,1813.34999498766,Deposit
530,101,2024-06-13,-3281.532847215747,Transfer
531,149,2024-06-14,106.95012726327764,Deposit
532,90,2024-06-15,6087.704583033766,Deposit
533,110,2024-06-16,2031.2377286893147,Transfer
534,57,2024-06-17,-5025.708961021384,Deposit
535,1,2024-06-18,3983.2191676685616,Deposit
536,63,2024-06-19,4847.657345254993,Withdrawal
537,55,2024-06-20,-776.5594305896684,Deposit
538,115,2024-06-21,4051.2218780237295,Withdrawal
539,143,2024-06-22,2225.0929773023363,Transfer
540,149,2024-06-23,12.85230678980406,Transfer
541,53,2024-06-24,-5467.678717968318,Withdrawal
542,137,2024-06-25,6389.7694755287885,Transfer
543,57,2024-06-26,4796.054999599166,Deposit
544,117,2024-06-27,3919.431471876563,Deposit
545,35,2024-06-28,8722.630018390468,Deposit
546,63,2024-06-29,5725.9686350679685,Transfer
547,25,2024-06-30,4432.830030757813,Deposit
548,90,2024-07-01,-10066.136740134156,Transfer
549,75,2024-07-02,6984.474759012079,Deposit
550,38,2024-07-03,1415.4025714102536,Withdrawal
